"agentid","name","approvedpercentage","pendingpercentage","rejectedpercentage"
87,"Anna Garcia","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
68,"Emily Jones","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
51,"David Williams","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
146,"Anna Rodriguez","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
70,"Chris Martinez","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
84,"Emily Williams","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
170,"Chris Smith","0.00000000000000000000","50.00000000000000000000","50.00000000000000000000"
169,"Sarah Martinez","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
192,"Emily Davis","0.00000000000000000000","66.66666666666666666700","33.33333333333333333300"
69,"Chris Rodriguez","33.33333333333333333300","0.00000000000000000000","66.66666666666666666700"
180,"Alex Jones","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
114,"Michael Smith","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
108,"Laura Brown","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
156,"Chris Martinez","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
59,"Michael Martinez","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
135,"Chris Davis","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
127,"Alex Smith","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
98,"Sarah Smith","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
11,"Anna Jones","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
121,"Michael Davis","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
161,"John Brown","37.50000000000000000000","12.50000000000000000000","50.00000000000000000000"
88,"Alex Brown","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
82,"Laura Johnson","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
188,"Chris Smith","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
125,"Michael Jones","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
120,"Michael Williams","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
196,"Chris Davis","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
15,"Sarah Garcia","25.00000000000000000000","50.00000000000000000000","25.00000000000000000000"
26,"Emily Miller","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
85,"Emily Johnson","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
72,"Michael Miller","16.66666666666666666700","50.00000000000000000000","33.33333333333333333300"
95,"Sarah Jones","25.00000000000000000000","75.00000000000000000000","0.00000000000000000000"
81,"Jane Rodriguez","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
30,"Chris Jones","33.33333333333333333300","0.00000000000000000000","66.66666666666666666700"
21,"Alex Davis","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
131,"Michael Jones","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
3,"Michael Garcia","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
37,"Alex Davis","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
171,"Chris Rodriguez","33.33333333333333333300","0.00000000000000000000","66.66666666666666666700"
165,"Michael Davis","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
56,"Michael Williams","57.14285714285714285700","28.57142857142857142900","14.28571428571428571400"
151,"Jane Jones","33.33333333333333333300","66.66666666666666666700","0.00000000000000000000"
91,"Chris Davis","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
74,"Chris Miller","16.66666666666666666700","66.66666666666666666700","16.66666666666666666700"
54,"Jane Rodriguez","66.66666666666666666700","33.33333333333333333300","0.00000000000000000000"
29,"Chris Davis","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
4,"Anna Jones","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
138,"Laura Brown","66.66666666666666666700","33.33333333333333333300","0.00000000000000000000"
96,"Anna Johnson","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
67,"Anna Smith","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
83,"Jane Garcia","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
10,"Jane Rodriguez","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
90,"David Garcia","16.66666666666666666700","50.00000000000000000000","33.33333333333333333300"
105,"Alex Williams","50.00000000000000000000","25.00000000000000000000","25.00000000000000000000"
6,"Michael Williams","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
134,"Laura Rodriguez","0.00000000000000000000","20.00000000000000000000","80.00000000000000000000"
144,"Emily Brown","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
168,"Laura Martinez","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
89,"Sarah Williams","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
102,"David Johnson","75.00000000000000000000","0.00000000000000000000","25.00000000000000000000"
167,"Jane Miller","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
158,"Alex Brown","0.00000000000000000000","50.00000000000000000000","50.00000000000000000000"
118,"Michael Garcia","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
133,"Laura Davis","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
111,"David Jones","33.33333333333333333300","66.66666666666666666700","0.00000000000000000000"
16,"Alex Miller","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
126,"John Williams","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
166,"Alex Garcia","0.00000000000000000000","66.66666666666666666700","33.33333333333333333300"
142,"Jane Johnson","33.33333333333333333300","66.66666666666666666700","0.00000000000000000000"
46,"John Davis","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
7,"Michael Miller","0.00000000000000000000","33.33333333333333333300","66.66666666666666666700"
100,"David Davis","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
150,"Anna Williams","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
140,"Chris Williams","66.66666666666666666700","0.00000000000000000000","33.33333333333333333300"
164,"Alex Martinez","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
137,"John Williams","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
78,"Chris Smith","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
191,"Michael Rodriguez","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
186,"Sarah Smith","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
154,"Jane Johnson","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
182,"Michael Martinez","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
33,"Alex Davis","33.33333333333333333300","33.33333333333333333300","33.33333333333333333300"
18,"Alex Rodriguez","66.66666666666666666700","33.33333333333333333300","0.00000000000000000000"
185,"Jane Williams","0.00000000000000000000","50.00000000000000000000","50.00000000000000000000"
55,"Alex Brown","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
145,"Chris Davis","50.00000000000000000000","50.00000000000000000000","0.00000000000000000000"
130,"Sarah Garcia","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
129,"Sarah Garcia","50.00000000000000000000","0.00000000000000000000","50.00000000000000000000"
143,"Anna Miller","100.00000000000000000000","0.00000000000000000000","0.00000000000000000000"
23,"Emily Brown","33.33333333333333333300","66.66666666666666666700","0.00000000000000000000"
58,"Jane Rodriguez","0.00000000000000000000","0.00000000000000000000","100.00000000000000000000"
8,"Jane Johnson","0.00000000000000000000","100.00000000000000000000","0.00000000000000000000"
